id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,game_id,spread,provider_used
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,False,True,True,True,47998.0,3504.0,Aviva Stadium,59,Georgia Tech,fbs,ACC,24.0,"[7, 7, 0, 10]",0.9913955304658811,1497.0,1513.0,52,Florida State,fbs,ACC,21.0,"[8, 6, 0, 7]",0.008604469534118864,1692.0,1676.0,7.822223962,,Aer Lingus College Football Classic,401635525,10.0,Bovada
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,True,False,False,20263.0,3816.0,Mackay Stadium,2440,Nevada,fbs,Mountain West,24.0,"[7, 10, 7, 0]",0.1027094743544201,1222.0,1243.0,2567,SMU,fbs,ACC,29.0,"[0, 10, 3, 16]",0.8972905256455799,1690.0,1669.0,7.6714922497,,,401643696,28.0,Bovada
401640998,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,18977.0,3662.0,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,27.0,"[3, 7, 0, 17]",0.006210418812854204,1538.0,1449.0,324,Coastal Carolina,fbs,Sun Belt,55.0,"[17, 14, 10, 14]",0.9937895811871458,1448.0,1537.0,2.3532792649,,,401640998,-3.5,Bovada
401628448,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,50805.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,17.0,"[0, 14, 0, 3]",0.8741646700190268,1492.0,1492.0,153,North Carolina,fbs,ACC,19.0,"[0, 7, 6, 6]",0.12583532998097324,1546.0,1546.0,8.3966898321,,,401628448,2.0,Bovada
401628453,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,70271.0,3936.0,Spartan Stadium,127,Michigan State,fbs,Big Ten,16.0,"[2, 14, 0, 0]",0.8569259339139759,1392.0,1401.0,2226,Florida Atlantic,fbs,American Athletic,10.0,"[0, 3, 7, 0]",0.14307406608602413,1422.0,1413.0,6.7849495035,,,401628453,-12.0,Bovada
401628328,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,83329.0,3835.0,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,51.0,"[17, 17, 3, 14]",0.9967305253633713,1786.0,1849.0,218,Temple,fbs,American Athletic,3.0,"[0, 0, 3, 0]",0.003269474636628744,1178.0,1115.0,2.6725263142,,,401628328,-43.0,Bovada
401628461,2024,1,regular,2024-08-31T01:00:00.000Z,False,True,False,False,75158.0,347.0,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,28.0,"[0, 10, 3, 15]",0.5495450669632155,1587.0,1593.0,2711,Western Michigan,fbs,Mid-American,14.0,"[0, 7, 0, 7]",0.4504549330367845,1315.0,1309.0,7.098240234,,,401628461,-24.0,Bovada
401634300,2024,1,regular,2024-08-31T02:30:00.000Z,False,True,False,False,36026.0,3940.0,Stanford Stadium,24,Stanford,fbs,ACC,27.0,"[7, 10, 0, 10]",0.10769287584413943,1286.0,1295.0,2628,TCU,fbs,Big 12,34.0,"[7, 3, 10, 14]",0.8923071241558606,1587.0,1578.0,9.2635770293,,,401634300,8.0,Bovada
401628323,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,True,False,78827.0,5348.0,Mercedes-Benz Stadium,61,Georgia,fbs,SEC,34.0,"[0, 6, 14, 14]",0.996798246718009,2015.0,2066.0,228,Clemson,fbs,ACC,3.0,"[0, 0, 3, 0]",0.0032017532819910155,1676.0,1625.0,3.9981808014,,Aflac Kickoff,401628323,-10.5,Bovada
401628457,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,62084.0,3842.0,Milan Puskar Stadium,277,West Virginia,fbs,Big 12,12.0,"[0, 6, 0, 6]",0.0009582824377984128,1574.0,1546.0,213,Penn State,fbs,Big Ten,34.0,"[0, 20, 7, 7]",0.9990417175622016,1833.0,1861.0,3.2059023853,,,401628457,7.5,Bovada
